conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,tweet_eng
1778582080970256518,Fri Apr 12 00:33:07 +0000 2024,0,demokrat tekad angkat guru pegawai honorer pns ol agus yudhoyono demokrat demokrat harap rakyat,1778582080970256518,https://pbs.twimg.com/media/GFpSlVCbsAAsJLo.jpg,,in,,0,0,0,https://twitter.com/sani1122975807/status/1778582080970256518,1705952728684617728,sani1122975807,Democrats Determination of Elimination of PNS Honorary Employees Teachers OL Agus Yudhoyono Democrat Democrat hope the people
1778582006206734537,Fri Apr 12 00:32:49 +0000 2024,0,kampanye manado demokrat tekad angkat guru honorer pns b s agus yudhoyono demokrat harap rakyat,1778582006206734537,https://pbs.twimg.com/media/GFZ8d5-b0AAmnW7.jpg,,in,,0,0,0,https://twitter.com/RisaFauzia36063/status/1778582006206734537,1657664274028978177,RisaFauzia36063,Manado Democratic Campaign Determination of Lift Teacher Honorary PNS B S Agus Yudhoyono Democrat hope the people
1778581934291263690,Fri Apr 12 00:32:32 +0000 2024,0,demokrat tekad angkat guru pegawai honorer pns ol agus yudhoyono demokrat demokrat harap rakyat,1778581934291263690,https://pbs.twimg.com/media/GFpSlVCbsAAsJLo.jpg,,in,,0,0,0,https://twitter.com/RisaFauzia36063/status/1778581934291263690,1657664274028978177,RisaFauzia36063,Democrats Determination of Elimination of PNS Honorary Employees Teachers OL Agus Yudhoyono Democrat Democrat hope the people
1778580657041797413,Fri Apr 12 00:27:27 +0000 2024,0,kampanye manado demokrat tekad angkat guru honorer pns b s agus yudhoyono demokrat harap rakyat,1778580657041797413,https://pbs.twimg.com/media/GFZ8d5-b0AAmnW7.jpg,,in,,0,0,0,https://twitter.com/santisusan4941/status/1778580657041797413,1705955385352544256,santisusan4941,Manado Democratic Campaign Determination of Lift Teacher Honorary PNS B S Agus Yudhoyono Democrat hope the people
1778580519195996175,Fri Apr 12 00:26:54 +0000 2024,0,demokrat tekad angkat guru pegawai honorer pns ol agus yudhoyono demokrat demokrat harap rakyat,1778580519195996175,https://pbs.twimg.com/media/GFpSlVCbsAAsJLo.jpg,,in,,0,0,0,https://twitter.com/santisusan4941/status/1778580519195996175,1705955385352544256,santisusan4941,Democrats Determination of Elimination of PNS Honorary Employees Teachers OL Agus Yudhoyono Democrat Democrat hope the people
1778579370053148969,Fri Apr 12 00:22:20 +0000 2024,0,kampanye manado demokrat tekad angkat guru honorer pns b s agus yudhoyono demokrat harap rakyat,1778579370053148969,https://pbs.twimg.com/media/GFZ8d5-b0AAmnW7.jpg,,in,,0,0,0,https://twitter.com/kariimm_4/status/1778579370053148969,1493150581602467840,kariimm_4,Manado Democratic Campaign Determination of Lift Teacher Honorary PNS B S Agus Yudhoyono Democrat hope the people
1778579299588804808,Fri Apr 12 00:22:04 +0000 2024,0,demokrat tekad angkat guru pegawai honorer pns ol agus yudhoyono demokrat demokrat harap rakyat,1778579299588804808,https://pbs.twimg.com/media/GFpSlVCbsAAsJLo.jpg,,in,,0,0,0,https://twitter.com/kariimm_4/status/1778579299588804808,1493150581602467840,kariimm_4,Democrats Determination of Elimination of PNS Honorary Employees Teachers OL Agus Yudhoyono Democrat Democrat hope the people
1778440012792836440,Fri Apr 12 00:22:01 +0000 2024,0,kal tau honorer cocok bang,1778579289870565423,,ArullYansyah,in,,0,1,0,https://twitter.com/edwinetwin/status/1778579289870565423,239457084,edwinetwin,"if you know, the honorary is suitable"
1778575534521512352,Fri Apr 12 00:07:06 +0000 2024,0,nasib honorer ji 400rb 60rb an naik spk enggan panjang,1778575534521512352,,,in,"Malang, Jawa Timur",0,0,0,https://twitter.com/HdtArif/status/1778575534521512352,806817541,HdtArif,Honorary fate of JI 400 thousand 60 thousand rising SPK is reluctant to be long
1778448977572364371,Fri Apr 12 00:02:11 +0000 2024,0,pada kompak ngilangin parkir liar kaya beginisaya termasuksaya ndomaret rekam lapor karenasaya ni masuk preman polisi harus aktif berantas kaya beginisaya,1778574295721202091,,kegblgnunfaedh,in,"Cicadas, Indonesia",0,0,0,https://twitter.com/Guruhonorers/status/1778574295721202091,1454421234704269314,Guruhonorers,"in the compact eliminating illegal parking like this, including ndomaret, record report because I entered the police thugs must be active in eradication like this"
1778453057833226436,Fri Apr 12 00:01:08 +0000 2024,0,ketimbang naikin ji jabat naikin ji nakes guru honorer aja,1778574034848154019,,sosmedkeras,in,,0,0,0,https://twitter.com/inosin06500118/status/1778574034848154019,1554984731271663616,inosin06500118,"Instead of raising Ji Jabat, just raise ji nakes honorary teacher"
1778272025859219678,Thu Apr 11 23:56:35 +0000 2024,0,tu sekarang beral kecewa depok,1778572889685704740,,Iskandar_sadam,in,"Citayam, Depok :)",0,0,0,https://twitter.com/HonorerAhliMuda/status/1778572889685704740,90061756,HonorerAhliMuda,"Tu now, Disappointed Depok"
1778325742549704723,Thu Apr 11 23:53:27 +0000 2024,0,dapat mampu dia bicara orang menteri nilai mampu buat bijak coba bijak keluar guru asn naik jinya 300 semua guru honorer angkat status adem pasti baru janji,1778572100657451402,,kkmanti,in,"Kota Tangerang, Banten",0,0,0,https://twitter.com/sukinsioux/status/1778572100657451402,3004120982,sukinsioux,he could be able to talk about the Minister of value able to be wisely trying to be wisely out of the ASN teacher up 300 all honorary teachers raising the cool status.
1778453057833226436,Thu Apr 11 23:44:12 +0000 2024,0,daftar honorer dan honorer bukan tanggung perintah tidak jinya sesuai kemampuansaya ntansi kan,1778569771371676115,,sosmedkeras,in,,0,0,0,https://twitter.com/p_140599/status/1778569771371676115,1575435002304921603,p_140599,The Honorary and Honorary List is not the responsibility
1778569636898103680,Thu Apr 11 23:43:40 +0000 2024,0,mending pikirin guru honorer perata didik deh cape banget diperhatiin muka doang,1778569636898103680,,,in,,0,0,0,https://twitter.com/nobody80189/status/1778569636898103680,593800721,nobody80189,"It's better to think of the honorary teacher, the student is very tired"
1778453057833226436,Thu Apr 11 23:25:06 +0000 2024,0,m tau sektor sehat sektor didik kal tau honorer jaminsaya sinya 90 titipansaya ni ngomong honorer nya pns nya at tau tes tiba ada honorer tidak ji tapi honorer masuksaya karena harap angkat pns tes zaman sby si,1778564964757983429,,ucan_nyem,in,"Bali, Indonesia",0,0,0,https://twitter.com/Vynnxeon/status/1778564964757983429,1518744449051881475,Vynnxeon,I know the healthy sector of the student sector know that the honorary jaminsaki is 90 entitled this constellation of the honorary civil servant or the test arrives there is an honorary not ji but the honorary is in because please lift the PSS TEST TEST SBY SI
1778369502700507631,Thu Apr 11 23:23:28 +0000 2024,0,ni honorer seperti gitu dan sppd terima sama,1778564555129667927,,tgbomb1996,in,,0,2,0,https://twitter.com/dio41_/status/1778564555129667927,1281157519142907905,dio41_,This is honorary like that and SPPD receives the same
1778442441085084067,Thu Apr 11 23:22:03 +0000 2024,0,kaget komentar ke guru honorer pdhl kal tau kampanye guru sama nakes terus,1778564196936085837,,mordhwns,in,"Yogyakarta, Indonesia",0,0,0,https://twitter.com/Adinugh3/status/1778564196936085837,1255409721160470528,Adinugh3,Shocked to comment to the honorary teacher PDHL KAL know the teacher's campaign with the nakes continues
1778442441085084067,Thu Apr 11 23:04:44 +0000 2024,1,honorer kal tau daerah kompak mogok kerja lumpuhsaya tu daerah,1778559841025626157,,txtdrbekasi,in,,0,3,0,https://twitter.com/russkbob/status/1778559841025626157,1222091121183952896,russkbob,Honorary Kal knows the compact area of the paralyzed work strikes
1778559106590429442,Thu Apr 11 23:01:49 +0000 2024,0,eh kaget sama tidak ji honorer guru,1778559106590429442,,,in,Secret Room No. 908,0,0,0,https://twitter.com/duunotfound/status/1778559106590429442,1517902143256412161,duunotfound,"Eh, I was shocked to not Ji Honorary Teacher"
1778133491902980155,Thu Apr 11 22:44:09 +0000 2024,0,mending urusin guru honorer tidak jinya ditunggaksaya tu deh tidak nti seragam sd sma,1778554661395648813,,abu_waras,in,Location unavailable,0,0,0,https://twitter.com/panjiialifff_/status/1778554661395648813,1177116860581441537,panjiialifff_,"Better to take care of the honorary teacher, not the janya is waiting"
1778553734681018821,Thu Apr 11 22:40:28 +0000 2024,0,kuat darisaya bu emak k kalahin di antari beginisaya,1778553734681018821,https://pbs.twimg.com/media/GK6xL48b0AARask.jpg,,in,masih dalam mimpi,0,0,0,https://twitter.com/khazmann_/status/1778553734681018821,251388667,khazmann_,Strongly from Mrs.
1778453057833226436,Thu Apr 11 22:38:51 +0000 2024,0,nahsaya karena aparatur negara honorer ada sejahtera sejahtera kal tau sejahtera di miskin sekaliansaya tulah status tenaga honorer benar2 di musnah karenasaya tu status budak,1778553327636386234,,sosmedkeras,in,,0,0,0,https://twitter.com/AhmadRi48443676/status/1778553327636386234,1390866430480982022,AhmadRi48443676,nahsaki because the honorary state apparatus is prosperous in the prosperity or prosperous in the poor.
1778552981555962084,Thu Apr 11 22:37:29 +0000 2024,0,kecewa kesel banget pagi pagi baca beginisaya an arti perintah butuh guru honorer gitu halosaya ni opini aneh panjang tahunsaya ni,1778552981555962084,,,in,"Joglo, Kota Jakarta Barat",0,0,0,https://twitter.com/23_SYAIFULLOH/status/1778552981555962084,1217598937,23_SYAIFULLOH,Disappointed so annoyed in the morning just read it like this and the meaning of the command to need an honorary teacher so halosaya ni this is a strange opinion for a long year I am
1778453057833226436,Thu Apr 11 22:33:47 +0000 2024,0,ya emamg gitu kal tau begitu perintah mikir harus ada pegawai gimana m tau gitu animo honorer aja tinggi harus rela bayar juta arti pemerintahsaya tu butuh nyata yang lebihsaya h kecewa butuh,1778552048952480078,,jurnalisatletis,in,K ---- F/P/Z+J,0,0,0,https://twitter.com/NuzulilHidayat/status/1778552048952480078,280872092,NuzulilHidayat,"yes, if you know, if you know, think there must be an employee, how do you know that the honorary interest is high, you have to be willing to pay millions"
1778283643125018874,Thu Apr 11 22:31:19 +0000 2024,0,honorer jalur masuk pakai saudara saudara menjabatsaya ganti yang laen dengan mudah pecat an,1778551429453746347,,CNNIndonesia,in,"Yerusalem, Palestina",0,0,0,https://twitter.com/biarkanlah2777/status/1778551429453746347,1526547121717276672,biarkanlah2777,"Honorary Path in using your brother, I will replace the others easily fired"
1778550537438527840,Thu Apr 11 22:27:46 +0000 2024,0,gaji 3 suruh buat biaya hidup bulan manasaya si kepala orang netapin upah honorersaya nisaya ni kerja utama waduh kerja lepas tipistipis,1778550537438527840,,,in,,0,0,0,https://twitter.com/aldata99/status/1778550537438527840,806087874323939328,aldata99,"Salary 3 Assess for the cost of living the month, the head of the head of the wage of the honorarium is the main work"
1778453057833226436,Thu Apr 11 22:18:21 +0000 2024,11,ada ntinya emang sengaja pecat soalnyasaya tu honorer titip jabat biar digantiin titip jabat sekarang,1778548165358358758,,jurnalisatletis,in,,0,0,0,https://twitter.com/scarlieze/status/1778548165358358758,447569111,scarlieze,there is essentially it is deliberately fired because I am honorary leaving the jabat so that it will be replaced by the jabat now
1778350588117524753,Thu Apr 11 22:03:33 +0000 2024,0,tau telusur scroll media sosial wk,1778544441562964458,,kopsladies,in,masih dalam mimpi,0,0,0,https://twitter.com/khazmann_/status/1778544441562964458,251388667,khazmann_,tau search for social media scroll wk
1778453057833226436,Thu Apr 11 21:52:16 +0000 2024,0,aduh nakes ni yang honorersaya,1778541604468674774,,sosmedkeras,in,"Cakung, Indonesia",0,0,0,https://twitter.com/AGUNGKRISHNA1st/status/1778541604468674774,981932955793743872,AGUNGKRISHNA1st,oh my nakes who is honorary
1778405339035275599,Thu Apr 11 21:43:02 +0000 2024,1,naik cuman ji jabat biar korupsi padahal lebihsaya h kecewa manfaat nakes guru guru honorer dari jabat,1778539277338775613,,DrEvaChaniago,in,"DKI Jakarta, Indonesia",0,0,0,https://twitter.com/vegapankzero/status/1778539277338775613,1047196070005026816,vegapankzero,Just go up Ji jabat to make corruption even though I am more disappointed
1778535274043318569,Thu Apr 11 21:38:42 +0000 2024,0,aku salut banget guru honorer tetap tahan capek bangetsaya urus ajar administrasi banyak blm kal tau guru muda minta mengurussaya nisaya tu hasil kalian tidak k tepuk tangan riah kalian punya hati sejembarsaya tu,1778538188182782015,,Intanprtdna_ps,in,"Yogyakarta, Indonesia",0,0,0,https://twitter.com/Intanprtdna_ps/status/1778538188182782015,630093749,Intanprtdna_ps,"I really salute the honorary teacher still stand very tired I take care of the administration teaching a lot of not knowing that the young teacher asks to take care of your results, your results are not applause. You have a heart."
1778536364168106157,Thu Apr 11 21:31:27 +0000 2024,0,nadiem hormat mending rombak ji guru honorersaya tu,1778536364168106157,,,in,맠동!,0,0,0,https://twitter.com/chocoballhyuck/status/1778536364168106157,602530125,chocoballhyuck,Nadiem respectfully mending the salary of honorary teachers
1778535274043318569,Thu Apr 11 21:29:10 +0000 2024,0,alas sampe belum m tau honorer karena sejahtera sangat perhati lebihsaya h kecewa freelence tutor kal tau pribadi lebihsaya h tindak dapet pasu bisa 10x lipat lebihsaya h kecewa cuma esensi didik jadi kurang,1778535789405905296,,Intanprtdna_ps,in,"Yogyakarta, Indonesia",0,1,0,https://twitter.com/Intanprtdna_ps/status/1778535789405905296,630093749,Intanprtdna_ps,Alas until I don't know the honorary because prosperity is very concerned about more and more disappointed that the freelence tutor knows more personal tutors I can get the act of being able to be 10x more fold
1778535716366188744,Thu Apr 11 21:28:53 +0000 2024,0,upaya mengurangu honorer pecat,1778535716366188744,,,in,Indonesia,0,0,0,https://twitter.com/dramaticpaw/status/1778535716366188744,154916003,dramaticpaw,Efforts to reduce honorary fired
1778534553197662638,Thu Apr 11 21:24:15 +0000 2024,0,guru honorer hati hati yak pecat kal tau suara kaya beginisaya wk,1778534553197662638,,,in,"Central Java, Indonesia",0,0,0,https://twitter.com/ikhl_asu_l/status/1778534553197662638,521027381,ikhl_asu_l,"Honorary Teacher Be careful, Yak fat, know the sound of rich like that"
1778311573276442884,Thu Apr 11 20:55:44 +0000 2024,0,ya kal tau atur honorer k malah ngecutnya mpang wk,1778527375283916998,,hambaindomiy,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://twitter.com/Aldinosaw/status/1778527375283916998,1116522440,Aldinosaw,"Yes, I know that the honorary is to even whipped me"
1778453057833226436,Thu Apr 11 20:52:34 +0000 2024,0,nakes akan mikir m tau gimana bulan 400 600 ribu honorer,1778526577443406092,,JibMrf,in,,0,0,0,https://twitter.com/Leopurwanto4/status/1778526577443406092,1205106706377658368,Leopurwanto4,Nakes will think about how 400 600 thousand honorary
1778415689617002984,Thu Apr 11 20:16:38 +0000 2024,0,hadeh menterisaya ni produktif hal bergunasaya bukan turun biaya masuk guru at tau sejahtera guru honorer terima cuman 300 ribu bulan m tau cepetan tidak nti aja deh,1778517534096146517,,Muhammad_Saewad,in,,0,0,0,https://twitter.com/Frolo2022/status/1778517534096146517,1517078585672028160,Frolo2022,"Hadeh, this is productive, it is productive, not going down, the teacher's entry fee or the prosorer teacher is only 300 thousand months, I don't know it, I don't know it, I don't know it"
1778453057833226436,Thu Apr 11 20:06:52 +0000 2024,0,sejahtera tenaga honorer hanya goreng 5 tahun,1778515076573790314,,sosmedkeras,in,Indonesia,0,0,0,https://twitter.com/Mkhudzary_/status/1778515076573790314,1179517896,Mkhudzary_,Prosperous Honorary Staff Only Fried 5 Years
1778453057833226436,Thu Apr 11 19:54:06 +0000 2024,0,lagipula s kecewa mas kecewa honorer ada lain bisa usaha pemda merekasaya tu siksa jam kerja tapi ji lawak balik kena php angkat pns at tau pppk tarung sarang nepotisme ah,1778511864856826095,,sosmedkeras,in,,0,0,0,https://twitter.com/freeACT_inLOVE/status/1778511864856826095,264703771,freeACT_inLOVE,"Besides, I was disappointed that the honorary was disappointed that there were other regional governments, the torture of the working hours, but Ji Lawak was hit by PHP, lifted PNS or PPPK Tarung Sarang Nepotism ah"
1778290761316143536,Thu Apr 11 16:38:29 +0000 2024,0,kuli honorersaya tu banya kuli jinya begitu,1778462637975875719,,sbyfess,in,Antarctica,0,0,0,https://twitter.com/Icebejr/status/1778462637975875719,961299665726554112,Icebejr,"honorerian coolies, there are many coolies"
1778449733700419594,Thu Apr 11 16:37:25 +0000 2024,0,sangkut ppro fosil,1778462367418101991,,trickyinvestor,in,"Ngadirojo, Indonesia",0,0,1,https://twitter.com/dariguruhonorer/status/1778462367418101991,563795565,dariguruhonorer,PPRO fossils
1778461457954582959,Thu Apr 11 16:33:48 +0000 2024,0,ywdah kas kecewa jabat tidak ji gede saya tunggu,1778461457954582959,,,in,"Ngadirojo, Indonesia",0,0,0,https://twitter.com/dariguruhonorer/status/1778461457954582959,563795565,dariguruhonorer,ywdah cash disappointed jabat not ji big i am waiting
1778451024896020972,Thu Apr 11 16:23:39 +0000 2024,0,sulitsaya ni paham,1778458905292702056,,idextratime,in,masih dalam mimpi,0,0,0,https://twitter.com/khazmann_/status/1778458905292702056,251388667,khazmann_,I am difficult to understand
1778458548231676175,Thu Apr 11 16:22:14 +0000 2024,1,kali k m tau sudahsaya kut tamu a anak,1778458548231676175,,,in,masih dalam mimpi,0,0,0,https://twitter.com/khazmann_/status/1778458548231676175,251388667,khazmann_,times I know I have been a guest of a child
